Timestamp_24H,System_Millis_ms,GNSS_Valid,Latitude_deg,Longitude_deg,Altitude_m,Satellites_Used,HDOP,Fix_Type,Solar_Voltage_V,Solar_Current_mA,Solar_Power_mW,Battery_Voltage_V,Battery_Current_mA,Battery_Power_mW,Load_Voltage_V,Load_Current_mA,Load_Power_mW,GNSS_Power_Est_mW,System_Efficiency_pct
2025-06-10 00:37:47,23065,0,0,0,0,0,0,0,0.0098,0.13,0.00,4.0465,33.56,135.74,3.3084,30.03,99.33,0.00,0.0
2025-06-10 00:37:48,24089,0,0,0,0,0,0,0,0.0105,-0.07,0.00,4.0443,31.76,128.42,3.3086,31.65,104.71,0.00,0.0
2025-06-10 00:37:49,25115,0,0,0,0,0,0,0,0.0098,-0.05,0.00,4.0457,31.99,129.39,3.3080,30.70,101.53,0.00,0.0
2025-06-10 00:37:50,26139,0,0,0,0,0,0,0,0.0086,-0.26,0.00,4.0441,29.06,117.55,3.3064,25.57,84.53,0.00,0.0
2025-06-10 00:37:51,27233,0,0,0,0,0,0,0,0.0074,0.03,0.00,4.0451,31.34,126.74,3.3086,30.01,99.33,0.00,0.0
2025-06-10 00:37:52,28257,0,0,0,0,0,0,0,0.0088,-0.05,0.00,4.0439,32.23,130.34,3.3088,30.89,102.20,0.00,0.0
2025-06-10 00:37:53,29283,0,0,0,0,0,0,0,0.0068,-0.33,0.00,4.0428,28.72,116.18,3.3100,26.94,98.63,0.00,0.0
2025-06-10 00:37:54,30334,0,0,0,0,0,0,0,0.0115,0.11,0.00,4.0463,29.89,120.85,3.3082,30.84,102.02,0.00,0.0
2025-06-10 00:37:55,31358,0,0,0,0,0,0,0,0.0107,-0.07,0.00,4.0447,30.70,124.15,3.3092,28.37,93.87,8.39,0.0
2025-06-10 00:37:56,32413,0,0,0,0,0,0,0,0.0471,-0.15,0.00,4.0451,32.01,129.39,3.3107,31.01,102.66,0.00,0.0
2025-06-10 00:37:57,33441,0,0,0,0,0,0,0,0.1029,0.03,0.00,4.0445,26.09,105.53,3.3084,25.90,85.72,0.00,0.0
2025-06-10 00:37:58,34467,0,0,0,0,0,0,0,0.0186,-0.26,0.00,4.0437,25.59,103.45,3.3088,28.56,102.84,0.00,0.0
2025-06-10 00:38:00,35490,0,0,0,0,0,0,0,0.0051,0.03,0.00,4.0416,27.49,114.93,3.3092,26.71,88.38,0.00,0.0
2025-06-10 00:38:01,36513,0,0,0,0,0,0,0,0.0064,0.00,0.00,4.0443,28.99,117.19,3.3107,28.74,95.06,9.58,0.0
2025-06-10 00:38:02,37615,0,0,0,0,0,0,0,0.0082,0.00,0.00,4.0426,28.89,116.88,3.3096,27.72,91.80,0.00,0.0
2025-06-10 00:38:03,38638,0,0,0,0,0,0,0,0.0115,-0.07,0.00,4.0445,28.71,116.03,3.3105,29.72,98.33,0.00,0.0
2025-06-10 00:38:04,39664,0,0,0,0,0,0,0,0.0094,-0.26,0.00,4.0445,29.41,118.93,3.3086,29.95,99.09,0.00,0.0
2025-06-10 00:38:05,40687,0,0,0,0,0,0,0,0.0090,-0.01,0.00,4.0461,26.66,107.88,3.3076,26.38,87.25,0.00,0.0
2025-06-10 00:38:06,41710,0,0,0,0,0,0,0,0.0084,-0.09,0.00,4.0437,31.13,125.85,3.3094,30.19,99.91,14.43,0.0
2025-06-10 00:38:07,42712,0,0,0,0,0,0,0,0.0102,-0.21,0.00,4.0437,30.98,112.37,3.3090,31.90,105.53,0.00,0.0
2025-06-10 00:38:08,43735,0,0,0,0,0,0,0,0.0096,-0.09,0.00,4.0447,31.61,125.43,3.3080,30.70,101.56,0.00,0.0
2025-06-10 00:38:09,44761,0,0,0,0,0,0,0,0.0098,-0.13,0.00,4.0445,26.89,110.81,3.3086,26.79,88.62,0.00,0.0
2025-06-10 00:38:10,45784,0,0,0,0,0,0,0,0.0074,-0.30,0.00,4.0441,28.21,114.07,3.3074,27.31,90.33,0.00,0.0
2025-06-10 00:38:11,46808,0,0,0,0,0,0,0,0.0059,-0.15,0.00,4.0453,29.01,117.34,3.3094,28.81,95.34,9.86,0.0
2025-06-10 00:38:12,47808,0,0,0,0,0,0,0,0.0096,-0.09,0.00,4.0436,29.33,118.59,3.3082,26.57,87.86,0.00,0.0
2025-06-10 00:38:13,48832,0,0,0,0,0,0,0,0.0090,-0.01,0.00,4.0443,31.80,128.54,3.3078,29.18,96.50,0.00,0.0
2025-06-10 00:38:14,49858,0,0,0,0,0,0,0,0.0098,-0.03,0.00,4.0418,27.77,112.27,3.3094,31.44,104.03,0.00,0.0
2025-06-10 00:38:15,50882,0,0,0,0,0,0,0,0.0104,-0.23,0.00,4.0424,31.03,125.43,3.3100,31.37,103.82,0.00,0.0
2025-06-10 00:38:16,51906,0,0,0,0,0,0,0,0.0096,-0.10,0.00,4.0453,28.69,115.97,3.3100,27.27,90.24,4.76,0.0
2025-06-10 00:38:17,53005,0,0,0,0,0,0,0,0.0088,-0.03,0.00,4.0461,27.07,109.47,3.3094,27.44,90.79,0.00,0.0
2025-06-10 00:38:18,54031,0,0,0,0,0,0,0,0.0086,-0.17,0.00,4.0453,29.08,117.55,3.3109,27.14,89.78,0.00,0.0
2025-06-10 00:38:19,55055,0,0,0,0,0,0,0,0.0078,-0.03,0.00,4.0451,27.85,112.64,3.3107,26.36,87.25,0.00,0.0
2025-06-10 00:38:20,56079,0,0,0,0,0,0,0,0.0080,-0.07,0.00,4.0449,27.60,111.60,3.3107,26.15,86.52,0.00,0.0
2025-06-10 00:38:21,57103,0,0,0,0,0,0,0,0.0074,-0.03,0.00,4.0430,32.71,132.26,3.3119,30.40,100.68,15.20,0.0
2025-06-10 00:38:22,58198,0,0,0,0,0,0,0,0.0053,-0.13,0.00,4.0434,31.28,126.50,3.3105,29.73,98.30,0.00,0.0
2025-06-10 00:38:23,59274,0,0,0,0,0,0,0,0.0070,0.10,0.00,4.0439,35.25,142.58,3.3084,33.29,110.14,0.00,0.0
2025-06-10 00:38:24,60326,0,0,0,0,0,0,0,0.0068,0.09,0.00,4.0420,33.13,133.91,3.3105,30.66,101.50,0.00,0.0
2025-06-10 00:38:26,61349,0,0,0,0,0,0,0,0.0086,-0.01,0.00,4.0443,27.70,112.03,3.3086,28.39,93.96,0.00,0.0
2025-06-10 00:38:27,62372,0,0,0,0,0,0,0,0.0063,0.03,0.00,4.0455,30.47,123.26,3.3119,26.40,105.44,19.96,0.0
2025-06-10 00:38:28,63477,0,0,0,0,0,0,0,0.0080,0.09,0.00,4.0432,29.49,119.20,3.3082,29.49,97.53,0.00,0.0
2025-06-10 00:38:29,64503,0,0,0,0,0,0,0,0.0080,-0.11,0.00,4.0432,29.45,119.05,3.3100,28.64,94.76,0.00,0.0
2025-06-10 00:38:30,65526,0,0,0,0,0,0,0,0.0074,0.00,0.00,4.0430,28.67,115.88,3.3102,29.34,97.05,0.00,0.0
2025-06-10 00:38:31,66549,0,0,0,0,0,0,0,0.0072,-0.15,0.00,4.0437,29.72,120.15,3.3084,28.93,95.70,0.00,0.0
2025-06-10 00:38:32,67572,0,0,0,0,0,0,0,0.0066,-0.09,0.00,4.0441,31.42,127.08,3.3080,30.07,99.49,14.01,0.0
2025-06-10 00:38:33,68574,0,0,0,0,0,0,0,0.0082,-0.07,0.00,4.0443,31.92,129.09,3.3072,32.13,106.26,0.00,0.0
2025-06-10 00:38:34,69600,0,0,0,0,0,0,0,0.0072,-0.15,0.00,4.0439,32.87,132.93,3.3088,27.89,107.57,0.00,0.0
2025-06-10 00:38:35,70624,0,0,0,0,0,0,0,0.0070,-0.24,0.00,4.0443,31.59,127.69,3.3088,27.00,99.70,0.00,0.0
2025-06-10 00:38:36,71647,0,0,0,0,0,0,0,0.0055,0.09,0.00,4.0434,30.42,123.02,3.3084,29.34,97.08,0.00,0.0
2025-06-10 00:38:37,72670,0,0,0,0,0,0,0,0.0082,0.03,0.00,4.0447,32.64,131.99,3.3092,31.48,104.19,18.71,0.0
2025-06-10 00:38:38,73679,0,0,0,0,0,0,0,0.0059,-0.09,0.00,4.0447,32.87,132.93,3.3096,30.65,101.44,0.00,0.0
2025-06-10 00:38:39,74703,0,0,0,0,0,0,0,0.0084,-0.09,0.00,4.0432,26.77,108.22,3.3109,28.97,95.92,0.00,0.0
2025-06-10 00:38:40,75727,0,0,0,0,0,0,0,0.0076,-0.05,0.00,4.0441,30.63,123.81,3.3086,29.91,98.97,0.00,0.0
2025-06-10 00:38:41,76751,0,0,0,0,0,0,0,0.0061,-0.07,0.00,4.0449,27.28,110.23,3.3096,27.89,92.29,0.00,0.0
2025-06-10 00:38:42,77775,0,0,0,0,0,0,0,0.0076,-0.09,0.00,4.0436,27.07,109.44,3.3105,26.25,86.85,1.37,0.0
2025-06-10 00:38:43,78783,0,0,0,0,0,0,0,0.0049,0.09,0.00,4.0447,26.17,105.83,3.3096,26.82,88.71,0.00,0.0
2025-06-10 00:38:44,79807,0,0,0,0,0,0,0,0.0070,-0.17,0.00,4.0451,27.79,112.34,3.3096,26.96,89.17,0.00,0.0
2025-06-10 00:38:45,80831,0,0,0,0,0,0,0,0.0088,-0.05,0.00,4.0430,30.91,124.94,3.3088,27.29,90.36,0.00,0.0
2025-06-10 00:38:46,81855,0,0,0,0,0,0,0,0.0078,-0.07,0.00,4.0453,32.48,131.38,3.3086,26.89,88.99,0.00,0.0
2025-06-10 00:38:47,82879,0,0,0,0,0,0,0,0.0086,-0.07,0.00,4.0447,31.95,107.33,3.3096,32.82,108.55,23.07,0.0
2025-06-10 00:38:48,83889,0,0,0,0,0,0,0,0.0055,0.01,0.00,4.0430,29.08,117.55,3.3088,27.48,90.88,0.00,0.0
2025-06-10 00:38:49,84913,0,0,0,0,0,0,0,0.0064,-0.19,0.00,4.0430,28.39,113.25,3.3100,28.46,94.18,0.00,0.0
2025-06-10 00:38:50,85937,0,0,0,0,0,0,0,0.0082,-0.15,0.00,4.0428,30.28,122.41,3.3061,27.07,89.54,0.00,0.0
2025-06-10 00:38:51,86961,0,0,0,0,0,0,0,0.0084,-0.15,0.00,4.0465,29.87,120.73,3.3068,29.64,98.05,0.00,0.0
2025-06-10 00:38:52,87985,0,0,0,0,0,0,0,0.0059,-0.17,0.00,4.0453,31.39,126.95,3.3086,30.97,102.39,16.91,0.0
2025-06-10 00:38:54,89205,0,0,0,0,0,0,0,0.0053,-0.10,0.00,4.0434,29.55,119.54,3.3100,29.93,99.03,0.00,0.0
2025-06-10 00:38:56,91222,0,0,0,0,0,0,0,0.0074,-0.05,0.00,4.0451,29.45,119.08,3.3104,27.95,92.53,0.00,0.0
2025-06-10 00:38:57,92246,0,0,0,0,0,0,0,0.0080,-0.28,0.00,4.0430,28.64,115.78,3.3105,26.63,88.13,0.00,0.0
2025-06-10 00:38:58,93270,0,0,0,0,0,0,0,0.0061,-0.17,0.00,4.0439,28.14,113.80,3.3090,28.16,93.17,7.69,0.0
2025-06-10 00:38:59,94282,0,0,0,0,0,0,0,0.0059,0.19,0.00,4.0437,28.02,113.31,3.3082,31.01,102.63,0.00,0.0
2025-06-10 00:39:00,95314,0,0,0,0,0,0,0,0.0064,-0.19,0.00,4.0436,31.65,127.96,3.3092,29.78,98.54,0.00,0.0
2025-06-10 00:39:01,96337,0,0,0,0,0,0,0,0.0086,0.15,0.00,4.0430,28.12,113.68,3.3104,28.18,93.26,0.00,0.0
2025-06-10 00:39:02,97360,0,0,0,0,0,0,0,0.0070,0.03,0.00,4.0418,27.28,110.23,3.3096,30.89,102.20,0.00,0.0
2025-06-10 00:39:03,98383,0,0,0,0,0,0,0,0.0064,0.00,0.00,4.0437,33.06,133.70,3.3098,26.25,104.55,19.07,0.0
2025-06-10 00:39:04,99395,0,0,0,0,0,0,0,0.0070,-0.09,0.00,4.0445,30.53,115.33,3.3078,29.78,98.54,0.00,0.0
2025-06-10 00:39:05,100418,0,0,0,0,0,0,0,0.0055,-0.10,0.00,4.0441,31.40,121.00,3.3086,30.24,100.04,0.00,0.0
2025-06-10 00:39:06,101441,0,0,0,0,0,0,0,0.0068,-0.09,0.00,4.0443,29.91,120.94,3.3105,30.26,100.16,0.00,0.0
2025-06-10 00:39:07,102464,0,0,0,0,0,0,0,0.0080,-0.03,0.00,4.0428,32.84,132.72,3.3104,29.73,98.39,0.00,0.0
2025-06-10 00:39:08,103487,0,0,0,0,0,0,0,0.0074,-0.13,0.00,4.0445,31.32,126.65,3.3076,29.29,96.86,11.38,0.0
2025-06-10 00:39:09,104501,0,0,0,0,0,0,0,0.0059,0.05,0.00,4.0418,30.42,122.96,3.3102,29.36,97.11,0.00,0.0
2025-06-10 00:39:10,105524,0,0,0,0,0,0,0,0.0068,-0.24,0.00,4.0430,29.33,118.56,3.3098,28.92,95.70,0.00,0.0
2025-06-10 00:39:11,106547,0,0,0,0,0,0,0,0.0061,-0.05,0.00,4.0445,28.46,115.08,3.3088,28.10,92.93,0.00,0.0
2025-06-10 00:39:12,107570,0,0,0,0,0,0,0,0.0078,0.10,0.00,4.0434,29.54,119.42,3.3109,28.95,95.73,0.00,0.0
2025-06-10 00:39:13,108593,0,0,0,0,0,0,0,0.0072,0.01,0.00,4.0453,27.31,110.44,3.3084,26.92,89.05,3.57,0.0
2025-06-10 00:39:14,109602,0,0,0,0,0,0,0,0.0070,-0.17,0.00,4.0447,30.68,124.08,3.3115,29.01,96.07,0.00,0.0
2025-06-10 00:39:15,110626,0,0,0,0,0,0,0,0.0059,-0.05,0.00,4.0434,27.77,112.27,3.3096,26.15,86.52,0.00,0.0
2025-06-10 00:39:16,111650,0,0,0,0,0,0,0,0.0086,0.03,0.00,4.0449,32.78,132.54,3.3100,27.67,91.55,0.00,0.0
2025-06-10 00:39:17,112674,0,0,0,0,0,0,0,0.0066,0.09,0.00,4.0422,33.56,135.65,3.3096,31.36,103.76,0.00,0.0
2025-06-10 00:39:18,113698,0,0,0,0,0,0,0,0.0063,-0.10,0.00,4.0434,28.83,116.55,3.3090,26.03,86.12,0.64,0.0
2025-06-10 00:39:19,114708,0,0,0,0,0,0,0,0.0068,0.15,0.00,4.0441,29.97,121.22,3.3084,26.24,93.66,0.00,0.0
2025-06-10 00:39:20,115732,0,0,0,0,0,0,0,0.0066,0.05,0.00,4.0422,31.32,126.59,3.3107,30.45,100.80,0.00,0.0
2025-06-10 00:39:21,116756,0,0,0,0,0,0,0,0.0070,-0.03,0.00,4.0451,28.12,118.47,3.3100,27.23,90.12,0.00,0.0
2025-06-10 00:39:22,117780,0,0,0,0,0,0,0,0.0076,0.01,0.00,4.0447,30.56,123.57,3.3086,26.40,87.31,0.00,0.0
2025-06-10 00:39:23,118806,0,0,0,0,0,0,0,0.0063,0.01,0.00,4.0437,33.50,135.44,3.3105,31.49,104.16,18.68,0.0
2025-06-10 00:39:24,119814,0,0,0,0,0,0,0,0.0063,-0.07,0.00,4.0445,33.38,134.98,3.3104,30.45,100.74,0.00,0.0
2025-06-10 00:39:26,121034,0,0,0,0,0,0,0,0.0066,-0.05,0.00,4.0447,26.91,108.83,3.3080,27.49,90.97,0.00,0.0
2025-06-10 00:39:27,122058,0,0,0,0,0,0,0,0.0061,0.15,0.00,4.0449,29.22,118.16,3.3090,26.87,88.90,0.00,0.0
2025-06-10 00:39:28,123082,0,0,0,0,0,0,0,0.0061,0.03,0.00,4.0418,29.99,121.22,3.3086,30.53,101.01,0.00,0.0
2025-06-10 00:39:29,124108,0,0,0,0,0,0,0,0.0068,-0.05,0.00,4.0432,33.31,134.64,3.3086,31.90,105.53,20.05,0.0
2025-06-10 00:39:30,125122,0,0,0,0,0,0,0,0.0082,-0.19,0.00,4.0453,32.13,129.85,3.3084,30.95,102.42,0.00,0.0
2025-06-10 00:39:31,126146,0,0,0,0,0,0,0,0.0074,-0.19,0.00,4.0459,26.68,107.91,3.3094,28.55,94.51,0.00,0.0
2025-06-10 00:39:32,127170,0,0,0,0,0,0,0,0.0063,0.07,0.00,4.0436,29.24,118.23,3.3098,27.29,90.30,0.00,0.0
2025-06-10 00:39:33,128194,0,0,0,0,0,0,0,0.0080,0.00,0.00,4.0430,29.33,118.56,3.3076,30.03,99.37,0.00,0.0
2025-06-10 00:39:34,129225,0,0,0,0,0,0,0,0.0078,-0.19,0.00,4.0436,31.16,125.95,3.3082,29.80,98.66,13.18,0.0
2025-06-10 00:39:35,130239,0,0,0,0,0,0,0,0.0074,-0.05,0.00,4.0426,30.74,124.27,3.3113,29.76,100.07,0.00,0.0
2025-06-10 00:39:36,131262,0,0,0,0,0,0,0,0.0076,-0.13,0.00,4.0445,31.49,127.29,3.3090,30.49,100.86,0.00,0.0
2025-06-10 00:39:37,132285,0,0,0,0,0,0,0,0.0084,-0.11,0.00,4.0439,31.21,126.16,3.3100,30.59,101.23,0.00,0.0
2025-06-10 00:39:38,133311,0,0,0,0,0,0,0,0.0076,0.01,0.00,4.0434,29.99,121.25,3.3100,28.83,95.40,0.00,0.0
2025-06-10 00:39:39,134334,0,0,0,0,0,0,0,0.0090,0.03,0.00,4.0430,27.46,110.99,3.3111,27.85,92.10,6.62,0.0
2025-06-10 00:39:40,135344,0,0,0,0,0,0,0,0.0074,0.01,0.00,4.0422,27.52,111.24,3.3100,26.36,87.22,0.00,0.0
2025-06-10 00:39:41,136367,0,0,0,0,0,0,0,0.0072,-0.09,0.00,4.0428,27.83,112.49,3.3107,26.44,87.49,0.00,0.0
2025-06-10 00:39:42,137390,0,0,0,0,0,0,0,0.0064,0.03,0.00,4.0422,30.51,123.35,3.3088,29.85,98.75,0.00,0.0
2025-06-10 00:39:43,138416,0,0,0,0,0,0,0,0.0072,0.13,0.00,4.0428,29.85,120.67,3.3088,27.89,92.29,0.00,0.0
2025-06-10 00:39:44,139439,1,30.5297966,-90.4880594,-237.98,5,3.53,3,0.0064,-0.01,0.00,4.0447,27.95,113.07,3.3098,27.70,90.18,4.70,0.0
2025-06-10 00:39:45,140449,0,0,0,0,0,0,0,0.0078,-0.17,0.00,4.0426,29.04,117.37,3.3092,27.27,90.21,0.00,0.0
2025-06-10 00:39:46,141473,0,0,0,0,0,0,0,0.0082,-0.15,0.00,4.0426,33.12,133.94,3.3105,30.76,101.78,0.00,0.0
2025-06-10 00:39:47,142496,0,0,0,0,0,0,0,0.0066,-0.21,0.00,4.0453,27.62,109.13,3.3088,27.25,90.15,0.00,0.0
2025-06-10 00:39:48,143522,0,0,0,0,0,0,0,0.0090,-0.07,0.00,4.0439,30.42,123.02,3.3102,27.02,89.42,0.00,0.0
2025-06-10 00:39:49,144546,1,30.5312882,-90.4866965,1.94,6,3.52,3,0.0072,-0.23,0.00,4.0437,28.09,108.49,3.3092,27.19,89.97,4.49,0.0
2025-06-10 00:39:50,145566,0,0,0,0,0,0,0,0.0057,-0.09,0.00,4.0455,27.03,109.31,3.3064,26.68,88.23,0.00,0.0
2025-06-10 00:39:51,146590,0,0,0,0,0,0,0,0.0057,0.03,0.00,4.0449,27.50,111.18,3.3096,27.63,91.43,0.00,0.0
2025-06-10 00:39:52,147616,0,0,0,0,0,0,0,0.0088,-0.01,0.00,4.0436,27.08,109.50,3.3092,29.52,97.63,0.00,0.0
2025-06-10 00:39:53,148640,0,0,0,0,0,0,0,0.0080,-0.10,0.00,4.0451,29.47,119.14,3.3094,32.22,106.57,0.00,0.0
2025-06-10 00:39:54,149664,1,30.5313013,-90.4866889,4.58,6,2.65,3,0.0072,-0.10,0.00,4.0453,30.31,122.50,3.3105,28.18,94.88,9.40,0.0
2025-06-10 00:39:56,150915,0,0,0,0,0,0,0,0.0057,-0.13,0.00,4.0437,29.37,118.77,3.3105,28.99,95.95,0.00,0.0
2025-06-10 00:39:57,151939,0,0,0,0,0,0,0,0.0084,0.07,0.00,4.0432,28.10,113.62,3.3094,27.79,91.25,0.00,0.0
2025-06-10 00:39:58,152965,0,0,0,0,0,0,0,0.0059,-0.19,0.00,4.0447,27.46,111.02,3.3102,27.52,91.09,0.00,0.0
2025-06-10 00:39:59,153989,0,0,0,0,0,0,0,0.0072,0.05,0.00,4.0436,27.46,110.96,3.3096,26.77,88.59,0.00,0.0
2025-06-10 00:40:00,155014,1,30.5312863,-90.4867084,-0.80,7,2.65,3,0.0078,0.01,0.00,4.0436,28.29,114.35,3.3090,28.74,95.09,9.61,0.0
2025-06-10 00:40:01,156039,0,0,0,0,0,0,0,0.0070,-0.05,0.00,4.0432,28.76,116.30,3.3096,27.88,92.25,0.00,0.0
2025-06-10 00:40:02,157070,0,0,0,0,0,0,0,0.0064,0.07,0.00,4.0439,32.55,131.62,3.3092,26.34,102.60,0.00,0.0
2025-06-10 00:40:03,158094,0,0,0,0,0,0,0,0.0057,-0.01,0.00,4.0434,27.81,112.43,3.3094,27.37,90.58,0.00,0.0
2025-06-10 00:40:04,159118,0,0,0,0,0,0,0,0.0068,-0.11,0.00,4.0437,27.44,121.77,3.3088,26.46,87.55,0.00,0.0
2025-06-10 00:40:05,160142,1,30.5312848,-90.4867157,-3.27,7,2.52,3,0.0063,0.01,0.00,4.0441,28.83,116.52,3.3096,27.37,90.58,5.10,0.0
2025-06-10 00:40:06,161168,0,0,0,0,0,0,0,0.0076,-0.05,0.00,4.0436,29.31,118.50,3.3070,28.00,92.65,0.00,0.0
2025-06-10 00:40:07,162198,0,0,0,0,0,0,0,0.0064,0.05,0.00,4.0436,27.67,111.82,3.3096,27.70,87.71,0.00,0.0
2025-06-10 00:40:08,163221,0,0,0,0,0,0,0,0.0076,-0.07,0.00,4.0443,28.14,110.02,3.3084,26.92,89.05,0.00,0.0
2025-06-10 00:40:09,164244,0,0,0,0,0,0,0,0.0090,-0.01,0.00,4.0445,27.02,109.25,3.3090,26.68,88.26,0.00,0.0
2025-06-10 00:40:10,165267,1,30.5312916,-90.4867302,-0.30,8,2.52,3,0.0072,-0.07,0.00,4.0457,27.52,111.33,3.3105,31.81,105.32,19.84,0.0
2025-06-10 00:40:11,166293,0,0,0,0,0,0,0,0.0074,-0.10,0.00,4.0436,32.01,129.39,3.3080,31.14,103.03,0.00,0.0
2025-06-10 00:40:12,167316,0,0,0,0,0,0,0,0.0080,0.03,0.00,4.0443,27.48,111.08,3.3086,26.27,86.91,0.00,0.0
2025-06-10 00:40:13,168339,0,0,0,0,0,0,0,0.0072,-0.15,0.00,4.0437,33.38,134.92,3.3100,31.14,103.03,0.00,0.0
2025-06-10 00:40:14,169362,0,0,0,0,0,0,0,0.0061,-0.05,0.00,4.0420,30.17,121.95,3.3074,29.41,97.26,0.00,0.0
2025-06-10 00:40:15,170385,1,30.5312862,-90.4867520,-3.06,8,2.49,3,0.0080,-0.07,0.00,4.0439,27.37,110.63,3.3078,26.86,88.87,3.39,0.0
2025-06-10 00:40:16,171413,0,0,0,0,0,0,0,0.0057,-0.21,0.00,4.0449,28.06,113.46,3.3092,30.53,101.01,0.00,0.0
2025-06-10 00:40:17,172436,0,0,0,0,0,0,0,0.0080,-0.07,0.00,4.0443,27.19,109.95,3.3115,29.82,98.72,0.00,0.0
2025-06-10 00:40:18,173459,0,0,0,0,0,0,0,0.0063,-0.30,0.00,4.0416,27.56,111.42,3.3086,29.59,97.90,0.00,0.0
2025-06-10 00:40:19,174482,0,0,0,0,0,0,0,0.0055,-0.07,0.00,4.0437,29.34,118.59,3.3094,27.54,91.13,0.00,0.0
2025-06-10 00:40:20,175506,1,30.5312683,-90.4867618,-6.43,9,2.49,3,0.0059,0.19,0.00,4.0443,28.64,115.75,3.3105,29.10,96.22,10.74,0.0
2025-06-10 00:40:21,176531,0,0,0,0,0,0,0,0.0074,-0.10,0.00,4.0434,28.71,116.06,3.3104,28.10,92.99,0.00,0.0
2025-06-10 00:40:22,177555,0,0,0,0,0,0,0,0.0076,0.07,0.00,4.0436,28.97,117.16,3.3098,27.73,91.77,0.00,0.0
2025-06-10 00:40:23,178579,0,0,0,0,0,0,0,0.0082,0.07,0.00,4.0412,29.18,118.01,3.3102,28.08,92.86,0.00,0.0
2025-06-10 00:40:24,179603,0,0,0,0,0,0,0,0.0086,-0.11,0.00,4.0443,29.87,120.79,3.3107,28.41,93.17,0.00,0.0
2025-06-10 00:40:26,180752,1,30.5312702,-90.4867728,-4.19,9,2.49,3,0.0088,0.07,0.00,4.0439,30.14,121.83,3.3096,27.72,91.74,6.26,0.0
